[NÚMERO DE SERIES]
1

[NÚMERO DE REGISTROS]
8036

[VALOR DE DATOS FALTANTES]
2006 7 12 350784.000
2006 7 13 350784.000
2006 7 14 350784.000
2006 7 15 350784.000
2006 7 16 350784.000
2006 7 17 350784.000
2006 7 18 350784.000
2006 7 19 350784.000
2006 7 20 350784.000
2006 7 21 350784.000
2006 7 22 350784.000
2006 7 23 350784.000
2006 7 24 350784.000
2006 7 25 350784.000
2006 7 26 350784.000
2006 7 27 350784.000
2006 7 28 350784.000
2006 7 29 350784.000
2006 7 30 350784.000
2006 7 31 350784.000
2006 8 1 350784.000
2006 8 2 350784.000
2006 8 3 350784.000
2006 8 4 350784.000
2006 8 5 350784.000
2006 8 6 349920.000
2006 8 7 345254.400
2006 8 8 340588.800
2006 8 9 335750.400
2006 8 10 331948.800
2006 8 11 328406.400
2006 8 12 325209.600
2006 8 13 321840.000
2006 8 14 318988.800
2006 8 15 315792.000
2006 8 16 320025.600
2006 8 17 347414.400
2006 8 18 350784.000
2006 8 19 350784.000
2006 8 20 350784.000
2006 8 21 350784.000
2006 8 22 350784.000
2006 8 23 350784.000
2006 8 24 350784.000
2006 8 25 350784.000
2006 8 26 350784.000
2006 8 27 350784.000
2006 8 28 350784.000
2006 8 29 350784.000
2006 8 30 350784.000
2006 8 31 350784.000
2006 9 1 350784.000
2006 9 2 350784.000
2006 9 3 350784.000
2006 9 4 350784.000
2006 9 5 350784.000
2006 9 6 350784.000
2006 9 7 350784.000
2006 9 8 350784.000
2006 9 9 350784.000
2006 9 10 350784.000
2006 9 11 350784.000
2006 9 12 350784.000
2006 9 13 350784.000
2006 9 14 350784.000
2006 9 15 350784.000
2006 9 16 350784.000
2006 9 17 350784.000
2006 9 18 350784.000
2006 9 19 350784.000
2006 9 20 350784.000
2006 9 21 350784.000
2006 9 22 350784.000
2006 9 23 350784.000
2006 9 24 350784.000
2006 9 25 350784.000
2006 9 26 350784.000
2006 9 27 350784.000
2006 9 28 350784.000
2006 9 29 350784.000
2006 9 30 350784.000
2006 10 1 350784.000
2006 10 2 350784.000
2006 10 3 350784.000
2006 10 4 350784.000
2006 10 5 350784.000
2006 10 6 350784.000
2006 10 7 350784.000
2006 10 8 350784.000
2006 10 9 350784.000
2006 10 10 350784.000
2006 10 11 350784.000
2006 10 12 350784.000
2006 10 13 350784.000
2006 10 14 350784.000
2006 10 15 350784.000
2006 10 16 350784.000
2006 10 17 350784.000
2006 10 18 350784.000
2006 10 19 350784.000
2006 10 20 350784.000
2006 10 21 350784.000
2006 10 22 350784.000
2006 10 23 350784.000
2006 10 24 350784.000
2006 10 25 350784.000
2006 10 26 350784.000
2006 10 27 350784.000
2006 10 28 350784.000
2006 10 29 350784.000
2006 10 30 350784.000
2006 10 31 350784.000
2006 11 1 350784.000
2006 11 2 350784.000
2006 11 3 350784.000
2006 11 4 350784.000
2006 11 5 350784.000
2006 11 6 350784.000
2006 11 7 350784.000
2006 11 8 350784.000
2006 11 9 350784.000
2006 11 10 350784.000
2006 11 11 350784.000
2006 11 12 350784.000
2006 11 13 350784.000
2006 11 14 350784.000
2006 11 15 350784.000
2006 11 16 350784.000
2006 11 17 350784.000
2006 11 18 350784.000
2006 11 19 350784.000
2006 11 20 350784.000
2006 11 21 350784.000
2006 11 22 350784.000
2006 11 23 350784.000
2006 11 24 350784.000
2006 11 25 350784.000
2006 11 26 350784.000
2006 11 27 350784.000
2006 11 28 350784.000
2006 11 29 350784.000
2006 11 30 350784.000
2006 12 1 350784.000
2006 12 2 350784.000
2006 12 3 350784.000
2006 12 4 350784.000
2006 12 5 350784.000
2006 12 6 350784.000
2006 12 7 350784.000
2006 12 8 350784.000
2006 12 9 350784.000
2006 12 10 350784.000
2006 12 11 350784.000
2006 12 12 350784.000
2006 12 13 350784.000
2006 12 14 350784.000
2006 12 15 350784.000
2006 12 16 350784.000
2006 12 17 350784.000
2006 12 18 350784.000
2006 12 19 350784.000
2006 12 20 350784.000
2006 12 21 350784.000
2006 12 22 350784.000
2006 12 23 350784.000
2006 12 24 350784.000
2006 12 25 350784.000
2006 12 26 350784.000
2006 12 27 350784.000
2006 12 28 350784.000
2006 12 29 350784.000
2006 12 30 350784.000
2006 12 31 350784.000
2007 1 1 350784.000
2007 1 2 350784.000
2007 1 3 350784.000
2007 1 4 350784.000
2007 1 5 350784.000
2007 1 6 350784.000
2007 1 7 350784.000
2007 1 8 350784.000
2007 1 9 350784.000
2007 1 10 350784.000
2007 1 11 350784.000
2007 1 12 350784.000
2007 1 13 350784.000
2007 1 14 350784.000
2007 1 15 350784.000
2007 1 16 350784.000
2007 1 17 350784.000
2007 1 18 350784.000
2007 1 19 350611.200
2007 1 20 348278.400
2007 1 21 344995.200
2007 1 22 342662.400
2007 1 23 340156.800
2007 1 24 336700.800
2007 1 25 333676.800
2007 1 26 330825.600
2007 1 27 328406.400
2007 1 28 326592.000
2007 1 29 324864.000
2007 1 30 323395.200
2007 1 31 -9999.000
2007 2 1 -9999.000
2007 2 2 -9999.000
2007 2 3 -9999.000
2007 2 4 -9999.000
2007 2 5 -9999.000
2007 2 6 -9999.000
2007 2 7 -9999.000
2007 2 8 -9999.000
2007 2 9 -9999.000
2007 2 10 -9999.000
2007 2 11 -9999.000
2007 2 12 -9999.000
2007 2 13 -9999.000
2007 2 14 -9999.000
2007 2 15 -9999.000
2007 2 16 -9999.000
2007 2 17 -9999.000
2007 2 18 -9999.000
2007 2 19 -9999.000
2007 2 20 -9999.000
2007 2 21 -9999.000
2007 2 22 -9999.000
2007 2 23 -9999.000
2007 2 24 -9999.000
2007 2 25 -9999.000
2007 2 26 -9999.000
2007 2 27 -9999.000
2007 2 28 -9999.000
2007 3 1 -9999.000
2007 3 2 -9999.000
2007 3 3 -9999.000
2007 3 4 -9999.000
2007 3 5 -9999.000
2007 3 6 -9999.000
2007 3 7 -9999.000
2007 3 8 -9999.000
2007 3 9 -9999.000
2007 3 10 -9999.000
2007 3 11 -9999.000
2007 3 12 -9999.000
2007 3 13 -9999.000
2007 3 14 -9999.000
2007 3 15 -9999.000
2007 3 16 -9999.000
2007 3 17 -9999.000
2007 3 18 -9999.000
2007 3 19 -9999.000
2007 3 20 -9999.000
2007 3 21 -9999.000
2007 3 22 350784.000
2007 3 23 -9999.000
2007 3 24 -9999.000
2007 3 25 -9999.000
2007 3 26 -9999.000
2007 3 27 -9999.000
2007 3 28 350784.000
2007 3 29 350784.000
2007 3 30 -9999.000
2007 3 31 -9999.000
2007 4 1 -9999.000
2007 4 2 -9999.000
2007 4 3 350784.000
2007 4 4 350784.000
2007 4 5 350784.000
2007 4 6 350784.000
2007 4 7 350784.000
2007 4 8 350784.000
2007 4 9 350784.000
2007 4 10 350784.000
2007 4 11 350784.000
2007 4 12 350784.000
2007 4 13 350784.000
2007 4 14 350784.000
2007 4 15 350784.000
2007 4 16 350784.000
2007 4 17 350784.000
2007 4 18 350784.000
2007 4 19 350784.000
2007 4 20 350784.000
2007 4 21 350784.000
2007 4 22 350784.000
2007 4 23 350784.000
2007 4 24 350784.000
2007 4 25 350784.000
2007 4 26 350784.000
2007 4 27 350784.000
2007 4 28 350784.000
2007 4 29 350784.000
2007 4 30 350784.000
2007 5 1 350784.000
2007 5 2 350784.000
2007 5 3 350784.000
2007 5 4 350784.000
2007 5 5 350784.000
2007 5 6 350784.000
2007 5 7 350784.000
2007 5 8 350784.000
2007 5 9 350784.000
2007 5 10 350784.000
2007 5 11 350784.000
2007 5 12 350784.000
2007 5 13 350784.000
2007 5 14 350784.000
2007 5 15 350784.000
2007 5 16 350784.000
2007 5 17 350784.000
2007 5 18 350784.000
2007 5 19 350784.000
2007 5 20 350784.000
2007 5 21 350784.000
2007 5 22 350784.000
2007 5 23 350784.000
2007 5 24 350784.000
2007 5 25 350784.000
2007 5 26 350784.000
2007 5 27 350784.000
2007 5 28 350784.000
2007 5 29 350784.000
2007 5 30 350784.000
2007 5 31 350784.000
2007 6 1 350784.000
2007 6 2 350784.000
2007 6 3 350784.000
2007 6 4 350784.000
2007 6 5 350784.000
2007 6 6 350784.000
2007 6 7 350784.000
2007 6 8 350784.000
2007 6 9 350784.000
2007 6 10 350784.000
2007 6 11 350784.000
2007 6 12 350784.000
2007 6 13 350784.000
2007 6 14 350784.000
2007 6 15 350784.000
2007 6 16 350784.000
2007 6 17 350784.000
2007 6 18 350784.000
2007 6 19 350784.000
2007 6 20 350784.000
2007 6 21 350784.000
2007 6 22 350784.000
2007 6 23 350784.000
2007 6 24 350784.000
2007 6 25 350784.000
2007 6 26 350784.000
2007 6 27 350784.000
2007 6 28 350784.000
2007 6 29 350784.000
2007 6 30 350784.000
2007 7 1 350784.000
2007 7 2 350784.000
2007 7 3 350784.000
2007 7 4 350784.000
2007 7 5 350784.000
2007 7 6 350784.000
2007 7 7 350784.000
2007 7 8 350784.000
2007 7 9 350784.000
2007 7 10 350784.000
2007 7 11 350784.000
2007 7 12 350784.000
2007 7 13 350784.000
2007 7 14 350784.000
2007 7 15 350784.000
2007 7 16 350784.000
2007 7 17 350784.000
2007 7 18 350784.000
2007 7 19 350784.000
2007 7 20 350784.000
2007 7 21 350784.000
2007 7 22 350784.000
2007 7 23 350784.000
2007 7 24 350784.000
2007 7 25 350784.000
2007 7 26 350784.000
2007 7 27 350784.000
2007 7 28 350784.000
2007 7 29 350784.000
2007 7 30 350784.000
2007 7 31 350784.000
2007 8 1 350784.000
2007 8 2 350784.000
2007 8 3 350784.000
2007 8 4 350784.000
2007 8 5 350784.000
2007 8 6 350784.000
2007 8 7 350784.000
2007 8 8 350784.000
2007 8 9 350784.000
2007 8 10 350784.000
2007 8 11 350784.000
2007 8 12 350784.000
2007 8 13 350784.000
2007 8 14 350784.000
2007 8 15 350784.000
2007 8 16 350784.000
2007 8 17 350784.000
2007 8 18 350784.000
2007 8 19 350784.000
2007 8 20 350784.000
2007 8 21 350784.000
2007 8 22 350784.000
2007 8 23 350784.000
2007 8 24 350784.000
2007 8 25 350784.000
2007 8 26 350784.000
2007 8 27 350784.000
2007 8 28 350784.000
2007 8 29 350784.000
2007 8 30 350784.000
2007 8 31 350784.000
2007 9 1 350784.000
2007 9 2 350784.000
2007 9 3 350784.000
2007 9 4 350784.000
2007 9 5 350784.000
2007 9 6 350784.000
2007 9 7 350784.000
2007 9 8 350784.000
2007 9 9 350784.000
2007 9 10 350784.000
2007 9 11 350784.000
2007 9 12 350784.000
2007 9 13 350784.000
2007 9 14 350784.000
2007 9 15 350784.000
2007 9 16 350784.000
2007 9 17 350784.000
2007 9 18 350784.000
2007 9 19 350784.000
2007 9 20 350784.000
2007 9 21 350784.000
2007 9 22 350784.000
2007 9 23 350784.000
2007 9 24 350784.000
2007 9 25 350784.000
2007 9 26 350784.000
2007 9 27 350784.000
2007 9 28 350784.000
2007 9 29 350784.000
2007 9 30 350784.000
2007 10 1 350784.000
2007 10 2 350784.000
2007 10 3 350784.000
2007 10 4 350784.000
2007 10 5 350784.000
2007 10 6 350784.000
2007 10 7 350784.000
2007 10 8 350784.000
2007 10 9 350784.000
2007 10 10 350784.000
2007 10 11 350784.000
2007 10 12 350784.000
2007 10 13 350784.000
2007 10 14 350784.000
2007 10 15 350784.000
2007 10 16 350784.000
2007 10 17 350784.000
2007 10 18 350784.000
2007 10 19 350784.000
2007 10 20 350784.000
2007 10 21 350784.000
2007 10 22 350784.000
2007 10 23 350784.000
2007 10 24 350784.000
2007 10 25 350784.000
2007 10 26 350784.000
2007 10 27 350784.000
2007 10 28 350784.000
2007 10 29 350784.000
2007 10 30 350784.000
2007 10 31 350784.000
2007 11 1 350784.000
2007 11 2 350784.000
2007 11 3 350784.000
2007 11 4 350784.000
2007 11 5 350784.000
2007 11 6 350784.000
2007 11 7 350784.000
2007 11 8 350784.000
2007 11 9 350784.000
2007 11 10 350784.000
2007 11 11 350784.000
2007 11 12 350784.000
2007 11 13 350784.000
2007 11 14 350784.000
2007 11 15 350784.000
2007 11 16 350784.000
2007 11 17 350784.000
2007 11 18 350784.000
2007 11 19 350784.000
2007 11 20 350784.000
2007 11 21 350784.000
2007 11 22 350784.000
2007 11 23 350784.000
2007 11 24 350784.000
2007 11 25 350784.000
2007 11 26 350784.000
2007 11 27 350784.000
2007 11 28 -9999.000
2007 11 29 -9999.000
2007 11 30 350784.000
2007 12 1 350784.000
2007 12 2 350784.000
2007 12 3 350784.000
2007 12 4 350784.000
2007 12 5 -9999.000
2007 12 6 350784.000
2007 12 7 350784.000
2007 12 8 350784.000
2007 12 9 350784.000
2007 12 10 350784.000
2007 12 11 350784.000
2007 12 12 350784.000
2007 12 13 350784.000
2007 12 14 350784.000
2007 12 15 350784.000
2007 12 16 350784.000
2007 12 17 350784.000
2007 12 18 350784.000
2007 12 19 350784.000
2007 12 20 350784.000
2007 12 21 350784.000
2007 12 22 350784.000
2007 12 23 350784.000
2007 12 24 350784.000
2007 12 25 350784.000
2007 12 26 350784.000
2007 12 27 350784.000
2007 12 28 350784.000
2007 12 29 350784.000
2007 12 30 350784.000
2007 12 31 350784.000
2008 1 1 350784.000
2008 1 2 350784.000
2008 1 3 350784.000
2008 1 4 350784.000
2008 1 5 350784.000
2008 1 6 350784.000
2008 1 7 350784.000
2008 1 8 350784.000
2008 1 9 350784.000
2008 1 10 350784.000
2008 1 11 350784.000
2008 1 12 350784.000
2008 1 13 350784.000
2008 1 14 350784.000
2008 1 15 350784.000
2008 1 16 350784.000
2008 1 17 350784.000
2008 1 18 350784.000
2008 1 19 350784.000
2008 1 20 350784.000
2008 1 21 350784.000
2008 1 22 350784.000
2008 1 23 350784.000
2008 1 24 350784.000
2008 1 25 350784.000
2008 1 26 350784.000
2008 1 27 350784.000
2008 1 28 350784.000
2008 1 29 350784.000
2008 1 30 350784.000
2008 1 31 350784.000
2008 2 1 350784.000
2008 2 2 350784.000
2008 2 3 350784.000
2008 2 4 350784.000
2008 2 5 350784.000
2008 2 6 350784.000
2008 2 7 350784.000
2008 2 8 350784.000
2008 2 9 350784.000
2008 2 10 350784.000
2008 2 11 350784.000
2008 2 12 350784.000
2008 2 13 350784.000
2008 2 14 350784.000
2008 2 15 350784.000
2008 2 16 350784.000
2008 2 17 350784.000
2008 2 18 350784.000
2008 2 19 350784.000
2008 2 20 350784.000
2008 2 21 350784.000
2008 2 22 350784.000
2008 2 23 350784.000
2008 2 24 350784.000
2008 2 25 350784.000
2008 2 26 350784.000
2008 2 27 350784.000
2008 2 28 350784.000
2008 2 29 350784.000
2008 3 1 350784.000
2008 3 2 350784.000
2008 3 3 350784.000
2008 3 4 350784.000
2008 3 5 350784.000
2008 3 6 350784.000
2008 3 7 350784.000
2008 3 8 350784.000
2008 3 9 350784.000
2008 3 10 350784.000
2008 3 11 350784.000
2008 3 12 350784.000
2008 3 13 350784.000
2008 3 14 350784.000
2008 3 15 350784.000
2008 3 16 350784.000
2008 3 17 350784.000
2008 3 18 350784.000
2008 3 19 350784.000
2008 3 20 350784.000
2008 3 21 350784.000
2008 3 22 350784.000
2008 3 23 350784.000
2008 3 24 350784.000
2008 3 25 350784.000
2008 3 26 350784.000
2008 3 27 350784.000
2008 3 28 350784.000
2008 3 29 350784.000
2008 3 30 350784.000
2008 3 31 350784.000
2008 4 1 350784.000
2008 4 2 350784.000
2008 4 3 350784.000
2008 4 4 350784.000
2008 4 5 350784.000
2008 4 6 350784.000
2008 4 7 350784.000
2008 4 8 350784.000
2008 4 9 350784.000
2008 4 10 350784.000
2008 4 11 350784.000
2008 4 12 350784.000
2008 4 13 350784.000
2008 4 14 350784.000
2008 4 15 350784.000
2008 4 16 350784.000
2008 4 17 350784.000
2008 4 18 350784.000
2008 4 19 350784.000
2008 4 20 350784.000
2008 4 21 350784.000
2008 4 22 350784.000
2008 4 23 350784.000
2008 4 24 350784.000
2008 4 25 350784.000
2008 4 26 350784.000
2008 4 27 350784.000
2008 4 28 350784.000
2008 4 29 350784.000
2008 4 30 350784.000
2008 5 1 350784.000
2008 5 2 350784.000
2008 5 3 350784.000
2008 5 4 350784.000
2008 5 5 350784.000
2008 5 6 350784.000
2008 5 7 350784.000
2008 5 8 350784.000
2008 5 9 350784.000
2008 5 10 350784.000
2008 5 11 350784.000
2008 5 12 350784.000
2008 5 13 350784.000
2008 5 14 350784.000
2008 5 15 350784.000
2008 5 16 350784.000
2008 5 17 350784.000
2008 5 18 350784.000
2008 5 19 350784.000
2008 5 20 350784.000
2008 5 21 350784.000
2008 5 22 350784.000
2008 5 23 350784.000
2008 5 24 350784.000
2008 5 25 350784.000
2008 5 26 350784.000
2008 5 27 350784.000
2008 5 28 350784.000
2008 5 29 350784.000
2008 5 30 350784.000
2008 5 31 350784.000
2008 6 1 350784.000
2008 6 2 350784.000
2008 6 3 350784.000
2008 6 4 350784.000
2008 6 5 350784.000
2008 6 6 350784.000
2008 6 7 350784.000
2008 6 8 350784.000
2008 6 9 350784.000
2008 6 10 350784.000
2008 6 11 350784.000
2008 6 12 350784.000
2008 6 13 350784.000
2008 6 14 -9999.000
2008 6 15 350784.000
2008 6 16 350784.000
2008 6 17 350784.000
2008 6 18 350784.000
2008 6 19 350784.000
2008 6 20 350784.000
2008 6 21 350784.000
2008 6 22 350784.000
2008 6 23 350784.000
2008 6 24 350784.000
2008 6 25 350784.000
2008 6 26 350784.000
2008 6 27 350784.000
2008 6 28 350784.000
2008 6 29 350784.000
2008 6 30 350784.000
2008 7 1 350784.000
2008 7 2 350784.000
2008 7 3 350784.000
2008 7 4 350784.000
2008 7 5 350784.000
2008 7 6 350784.000
2008 7 7 350784.000
2008 7 8 350784.000
2008 7 9 350784.000
2008 7 10 350784.000
2008 7 11 350784.000
2008 7 12 350784.000
2008 7 13 350784.000
2008 7 14 350784.000
2008 7 15 350784.000
2008 7 16 350784.000
2008 7 17 350784.000
2008 7 18 350784.000
2008 7 19 350784.000
2008 7 20 350784.000
2008 7 21 350784.000
2008 7 22 350784.000
2008 7 23 350784.000
2008 7 24 350784.000
2008 7 25 350784.000
2008 7 26 350784.000
2008 7 27 350784.000
2008 7 28 350784.000
2008 7 29 350784.000
2008 7 30 350784.000
2008 7 31 350784.000
2008 8 1 350784.000
2008 8 2 350784.000
2008 8 3 350784.000
2008 8 4 350784.000
2008 8 5 350784.000
2008 8 6 350784.000
2008 8 7 350784.000
2008 8 8 350784.000
2008 8 9 350784.000
2008 8 10 350784.000
2008 8 11 350784.000
2008 8 12 350784.000
2008 8 13 350784.000
2008 8 14 350784.000
2008 8 15 350784.000
2008 8 16 350784.000
2008 8 17 350784.000
2008 8 18 350784.000
2008 8 19 350784.000
2008 8 20 350784.000
2008 8 21 350784.000
2008 8 22 350784.000
2008 8 23 350784.000
2008 8 24 350784.000
2008 8 25 350784.000
2008 8 26 350784.000
2008 8 27 350784.000
2008 8 28 350784.000
2008 8 29 350784.000
2008 8 30 350784.000
2008 8 31 350784.000
2008 9 1 350784.000
2008 9 2 350784.000
2008 9 3 350784.000
2008 9 4 350784.000
2008 9 5 350784.000
2008 9 6 350784.000
2008 9 7 350784.000
2008 9 8 350784.000
2008 9 9 350784.000
2008 9 10 350784.000
2008 9 11 350784.000
2008 9 12 350784.000
2008 9 13 350784.000
2008 9 14 350784.000
2008 9 15 350784.000
2008 9 16 350784.000
2008 9 17 350784.000
2008 9 18 350784.000
2008 9 19 350784.000
2008 9 20 350784.000
2008 9 21 350784.000
2008 9 22 350784.000
2008 9 23 350784.000
2008 9 24 350784.000
2008 9 25 350784.000
2008 9 26 350784.000
2008 9 27 350784.000
2008 9 28 350784.000
2008 9 29 350784.000
2008 9 30 350784.000
2008 10 1 350784.000
2008 10 2 350784.000
2008 10 3 350784.000
2008 10 4 350784.000
2008 10 5 350784.000
2008 10 6 350784.000
2008 10 7 350784.000
2008 10 8 350784.000
2008 10 9 350784.000
2008 10 10 350784.000
2008 10 11 350784.000
2008 10 12 350784.000
2008 10 13 350784.000
2008 10 14 350784.000
2008 10 15 350784.000
2008 10 16 350784.000
2008 10 17 350784.000
2008 10 18 350784.000
2008 10 19 350784.000
2008 10 20 350784.000
2008 10 21 350784.000
2008 10 22 350784.000
2008 10 23 350784.000
2008 10 24 350784.000
2008 10 25 350784.000
2008 10 26 350784.000
2008 10 27 350784.000
2008 10 28 350784.000
2008 10 29 350784.000
2008 10 30 350784.000
2008 10 31 350784.000
2008 11 1 350784.000
2008 11 2 350784.000
2008 11 3 350784.000
2008 11 4 350784.000
2008 11 5 350784.000
2008 11 6 350784.000
2008 11 7 350784.000
2008 11 8 350784.000
2008 11 9 350784.000
2008 11 10 350784.000
2008 11 11 350784.000
2008 11 12 350784.000
2008 11 13 350784.000
2008 11 14 350784.000
2008 11 15 350784.000
2008 11 16 350784.000
2008 11 17 350784.000
2008 11 18 350784.000
2008 11 19 -9999.000
2008 11 20 350784.000
2008 11 21 350784.000
2008 11 22 350784.000
2008 11 23 350784.000
2008 11 24 350784.000
2008 11 25 350784.000
2008 11 26 350784.000
2008 11 27 350784.000
2008 11 28 350784.000
2008 11 29 350784.000
2008 11 30 350784.000
2008 12 1 350784.000
2008 12 2 350784.000
2008 12 3 350784.000
2008 12 4 350784.000
2008 12 5 350784.000
2008 12 6 350784.000
2008 12 7 350784.000
2008 12 8 350784.000
2008 12 9 350784.000
2008 12 10 350784.000
2008 12 11 350784.000
2008 12 12 350784.000
2008 12 13 350784.000
2008 12 14 350784.000
2008 12 15 350784.000
2008 12 16 350784.000
2008 12 17 350784.000
2008 12 18 350784.000
2008 12 19 350784.000
2008 12 20 350784.000
2008 12 21 350784.000
2008 12 22 350784.000
2008 12 23 350784.000
2008 12 24 350784.000
2008 12 25 350784.000
2008 12 26 350784.000
2008 12 27 350784.000
2008 12 28 350784.000
2008 12 29 350784.000
2008 12 30 350784.000
2008 12 31 350784.000
2009 1 1 350784.000
2009 1 2 350784.000
2009 1 3 350784.000
2009 1 4 350784.000
2009 1 5 350784.000
2009 1 6 350784.000
2009 1 7 350784.000
2009 1 8 350784.000
2009 1 9 350784.000
2009 1 10 350784.000
2009 1 11 350784.000
2009 1 12 350784.000
2009 1 13 350784.000
2009 1 14 350784.000
2009 1 15 350784.000
2009 1 16 350784.000
2009 1 17 350784.000
2009 1 18 350784.000
2009 1 19 350784.000
2009 1 20 350784.000
2009 1 21 350784.000
2009 1 22 350784.000
2009 1 23 350784.000
2009 1 24 350784.000
2009 1 25 350784.000
2009 1 26 350784.000
2009 1 27 350784.000
2009 1 28 350784.000
2009 1 29 350784.000
2009 1 30 350784.000
2009 1 31 350784.000
2009 2 1 350784.000
2009 2 2 350784.000
2009 2 3 350784.000
2009 2 4 350784.000
2009 2 5 350784.000
2009 2 6 350784.000
2009 2 7 350784.000
2009 2 8 350784.000
2009 2 9 350784.000
2009 2 10 350784.000
2009 2 11 350784.000
2009 2 12 350784.000
2009 2 13 350784.000
2009 2 14 350784.000
2009 2 15 350784.000
2009 2 16 350784.000
2009 2 17 350784.000
2009 2 18 350784.000
2009 2 19 350784.000
2009 2 20 350784.000
2009 2 21 -9999.000
2009 2 22 -9999.000
2009 2 23 -9999.000
2009 2 24 -9999.000
2009 2 25 -9999.000
2009 2 26 -9999.000
2009 2 27 -9999.000
2009 2 28 350784.000
2009 3 1 350784.000
2009 3 2 350784.000
2009 3 3 350784.000
2009 3 4 350784.000
2009 3 5 350784.000
2009 3 6 350784.000
2009 3 7 350784.000
2009 3 8 350784.000
2009 3 9 350784.000
2009 3 10 350784.000
2009 3 11 350784.000
2009 3 12 350784.000
2009 3 13 350784.000
2009 3 14 350784.000
2009 3 15 350784.000
2009 3 16 350784.000
2009 3 17 350784.000
2009 3 18 350784.000
2009 3 19 350784.000
2009 3 20 350784.000
2009 3 21 350784.000
2009 3 22 350784.000
2009 3 23 350784.000
2009 3 24 350784.000
2009 3 25 350784.000
2009 3 26 350784.000
2009 3 27 350784.000
2009 3 28 350784.000
2009 3 29 350784.000
2009 3 30 350784.000
2009 3 31 350784.000
2009 4 1 350784.000
2009 4 2 350784.000
2009 4 3 350784.000
2009 4 4 350784.000
2009 4 5 350784.000
2009 4 6 350784.000
2009 4 7 350784.000
2009 4 8 350784.000
2009 4 9 350784.000
2009 4 10 350784.000
2009 4 11 350784.000
2009 4 12 350784.000
2009 4 13 350784.000
2009 4 14 350784.000
2009 4 15 350784.000
2009 4 16 350784.000
2009 4 17 350784.000
2009 4 18 350784.000
2009 4 19 350784.000
2009 4 20 350784.000
2009 4 21 350784.000
2009 4 22 350784.000
2009 4 23 350784.000
2009 4 24 350784.000
2009 4 25 350784.000
2009 4 26 350784.000
2009 4 27 350784.000
2009 4 28 350784.000
2009 4 29 350784.000
2009 4 30 350784.000
2009 5 1 350784.000
2009 5 2 350784.000
2009 5 3 350784.000
2009 5 4 350784.000
2009 5 5 350784.000
2009 5 6 350784.000
2009 5 7 350784.000
2009 5 8 350784.000
2009 5 9 350784.000
2009 5 10 350784.000
2009 5 11 350784.000
2009 5 12 350784.000
2009 5 13 350784.000
2009 5 14 350784.000
2009 5 15 350784.000
2009 5 16 350784.000
2009 5 17 350784.000
2009 5 18 350784.000
2009 5 19 350784.000
2009 5 20 350784.000
2009 5 21 350784.000
2009 5 22 350784.000
2009 5 23 350784.000
2009 5 24 350784.000
2009 5 25 350784.000
2009 5 26 350784.000
2009 5 27 350784.000
2009 5 28 350784.000
2009 5 29 350784.000
2009 5 30 350784.000
2009 5 31 350784.000
2009 6 1 350784.000
2009 6 2 350784.000
2009 6 3 350784.000
2009 6 4 350784.000
2009 6 5 350784.000
2009 6 6 350784.000
2009 6 7 350784.000
2009 6 8 350784.000
2009 6 9 350784.000
2009 6 10 350784.000
2009 6 11 350784.000
2009 6 12 350784.000
2009 6 13 350784.000
2009 6 14 350784.000
2009 6 15 350784.000
2009 6 16 350784.000
2009 6 17 350784.000
2009 6 18 350784.000
2009 6 19 350784.000
2009 6 20 350784.000
2009 6 21 350784.000
2009 6 22 350784.000
2009 6 23 350784.000
2009 6 24 350784.000
2009 6 25 350784.000
2009 6 26 350784.000
2009 6 27 350784.000
2009 6 28 350784.000
2009 6 29 350784.000
2009 6 30 350784.000
2009 7 1 350784.000
2009 7 2 350784.000
2009 7 3 350784.000
2009 7 4 350784.000
2009 7 5 350784.000
2009 7 6 350784.000
2009 7 7 350784.000
2009 7 8 350784.000
2009 7 9 350784.000
2009 7 10 350784.000
2009 7 11 350784.000
2009 7 12 350784.000
2009 7 13 350784.000
2009 7 14 350784.000
2009 7 15 350784.000
2009 7 16 350784.000
2009 7 17 350784.000
2009 7 18 350784.000
2009 7 19 350784.000
2009 7 20 350784.000
2009 7 21 350784.000
2009 7 22 350784.000
2009 7 23 350784.000
2009 7 24 350784.000
2009 7 25 350784.000
2009 7 26 350784.000
2009 7 27 350784.000
2009 7 28 -9999.000
2009 7 29 350784.000
2009 7 30 350784.000
2009 7 31 350784.000
2009 8 1 350784.000
2009 8 2 350784.000
2009 8 3 350784.000
2009 8 4 350784.000
2009 8 5 348364.800
2009 8 6 -9999.000
2009 8 7 350784.000
2009 8 8 350784.000
2009 8 9 -9999.000
2009 8 10 -9999.000
2009 8 11 -9999.000
2009 8 12 350784.000
2009 8 13 350784.000
2009 8 14 350784.000
2009 8 15 -9999.000
2009 8 16 -9999.000
2009 8 17 -9999.000
2009 8 18 -9999.000
2009 8 19 -9999.000
2009 8 20 -9999.000
2009 8 21 -9999.000
2009 8 22 350784.000
2009 8 23 -9999.000
2009 8 24 -9999.000
2009 8 25 -9999.000
2009 8 26 -9999.000
2009 8 27 -9999.000
2009 8 28 -9999.000
2009 8 29 -9999.000
2009 8 30 -9999.000
2009 8 31 -9999.000
2009 9 1 -9999.000
2009 9 2 -9999.000
2009 9 3 -9999.000
2009 9 4 -9999.000
2009 9 5 -9999.000
2009 9 6 -9999.000
